"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"2","1.021749","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"3","2.044526","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"4","3.891148","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"5","4.892067","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"6","5.920460","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"7","7.943766","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"8","8.956290","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"9","9.839106","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"10","9.839108","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"11","9.979967","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"12","10.839842","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"13","10.839846","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"14","11.838995","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"15","11.838999","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"16","12.008162","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"17","12.842976","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"18","12.842979","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"19","12.843011","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"20","12.851427","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xd671 A isatap"
"21","12.851428","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0xd671 A isatap"
"22","12.852795","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
