,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,***.***.***.***,***.***.***.***,TLSv1.2,597,Application Data
1,2,2.618289,***.***.***.***,***.***.***.***,TCP,55,3443  >  49262 [ACK] Seq=1 Ack=1 Win=65535 Len=1
2,3,3.11857,***.***.***.***,***.***.***.***,TCP,597,"[TCP Retransmission] 443  >  49194 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=543"
3,4,7.803166,***.***.***.***,***.***.***.***,TCP,55,[TCP Keep-Alive] 3443  >  49262 [ACK] Seq=1 Ack=1 Win=65535 Len=1
4,5,9.391255,***.***.***.***,***.***.***.***,TCP,597,"[TCP Retransmission] 443  >  49194 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=543"
5,6,14.844683,***.***.***.***,***.***.***.***,TLSv1.2,597,Application Data
6,7,16.675849,***.***.***.***,***.***.***.***,TCP,597,"[TCP Retransmission] 9101  >  49195 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=543"
7,8,16.679045,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
8,9,17.224095,***.***.***.***,***.***.***.***,TCP,55,[TCP Keep-Alive] 3443  >  49262 [ACK] Seq=1 Ack=1 Win=65535 Len=1
9,10,17.703714,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
10,11,18.726845,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
11,12,20.168128,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
12,13,21.192106,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
13,14,22.214827,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
14,15,23.335077,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
15,16,24.361003,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
16,17,25.383198,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
17,18,27.408342,0a:00:27:00:00:00,Broadcast,ARP,42,Who has ***.***.***.***? Tell ***.***.***.***
