"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","37.153.1.10","192.168.56.101","TCP","55","9001  >  49581 [ACK] Seq=1 Ack=1 Win=65535 Len=1"
"2","5.016468","37.153.1.10","192.168.56.101","TCP","55","[TCP Keep-Alive] 9001  >  49581 [ACK] Seq=1 Ack=1 Win=65535 Len=1"
"3","10.774164","37.153.1.10","192.168.56.101","TCP","55","[TCP Keep-Alive] 9001  >  49581 [ACK] Seq=1 Ack=1 Win=65535 Len=1"
"4","15.010235","46.28.110.244","192.168.56.101","TLSv1.2","597","Application Data"
"5","15.346122","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"6","16.374072","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"7","16.610612","46.28.110.244","192.168.56.101","TCP","597","[TCP Retransmission] 443  >  49436 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=543"
"8","17.395294","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"9","19.291448","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"10","20.307084","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"11","21.329535","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"12","22.513859","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"13","23.537383","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"14","24.561848","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"15","26.590617","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"16","27.601379","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"17","28.628288","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"18","30.652128","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"19","31.666200","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"20","32.169505","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"21","32.169507","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"22","32.689377","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"23","33.169914","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"24","33.169917","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"25","34.168921","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"26","34.168925","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.101? (ARP Probe)"
"27","34.719245","0a:00:27:00:00:00","Broadcast","ARP","42","Who has 192.168.56.101? Tell 192.168.56.1"
"28","35.169909","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"29","35.169913","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"30","35.169943","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"31","35.184412","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"32","35.184414","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"33","35.189772","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x4163 A isatap"
"34","35.189773","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x4163 A isatap"
"35","35.190640","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"36","35.190642","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"37","35.194291","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 ANY None"
"38","35.194293","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 ANY None"
"39","35.227151","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"40","35.227154","192.168.56.101","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"41","35.254623","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"42","35.254625","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<20>"
"43","35.255000","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"44","35.255001","192.168.56.101","192.168.56.255","NBNS","110","Registration NB NONE<00>"
"45","35.255074","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"46","35.255075","192.168.56.101","192.168.56.255","NBNS","110","Registration NB WORKGROUP<00>"
"47","35.299962","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 ANY None"
"48","35.299963","192.168.56.101","224.0.0.252","LLMNR","64","Standard query 0x21c1 ANY None"
"49","35.300483","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x4163 A isatap"
"50","35.300484","192.168.56.101","224.0.0.252","LLMNR","66","Standard query 0x4163 A isatap"
"51","35.337762","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"52","35.337765","5a:94:d2:14:5a:51","Broadcast","ARP","42","Who has 192.168.56.1? Tell 192.168.56.101"
"53","35.337774","0a:00:27:00:00:00","5a:94:d2:14:5a:51","ARP","42","192.168.56.1 is at 0a:00:27:00:00:00"
"54","35.479332","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"55","35.479336","192.168.56.101","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"56","35.503046","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"57","35.503048","192.168.56.101","192.168.56.255","NBNS","92","Name query NB ISATAP<00>"
"58","35.668596","192.168.56.101","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
