,No.,Time,Source,Destination,Protocol,Length,Info
0,1,0.0,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
1,2,1.019541,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
2,3,2.040818,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
3,4,4.068586,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
4,5,5.081338,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
5,6,6.104806,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
6,7,7.601814,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
7,8,8.633628,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
8,9,9.661246,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
9,10,11.683878,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
10,11,12.696803,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
11,12,13.721695,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
12,13,15.749337,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
13,14,16.761703,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
14,15,17.786044,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
15,16,19.811582,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
16,17,20.824788,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
17,18,21.848961,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
18,19,23.877887,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
19,20,24.894669,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
20,21,25.913174,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
21,22,27.942646,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
22,23,28.953402,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
23,24,29.977621,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
24,25,32.006603,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
25,26,33.017909,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
26,27,33.184217,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
27,28,33.18422,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
28,29,34.040871,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
29,30,34.186611,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
30,31,34.186615,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
31,32,35.187555,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
32,33,35.187559,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.101? (ARP Probe)
33,34,35.322073,0a:00:27:00:00:00,Broadcast,ARP,42,Who has 192.168.56.101? Tell 192.168.56.1
34,35,36.193342,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
35,36,36.193347,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
36,37,36.193359,185.100.84.212,192.168.56.101,TCP,145,443  >  49197 [ACK] Seq=1 Ack=1 Win=65535 Len=91 [TCP segment of a reassembled PDU]
37,38,36.193384,0a:00:27:00:00:00,5a:94:d2:14:5a:51,ARP,42,192.168.56.1 is at 0a:00:27:00:00:00
38,39,36.196279,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xd671 A isatap
39,40,36.196281,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xd671 A isatap
40,41,36.211528,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
41,42,36.21153,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
42,43,36.229945,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
43,44,36.229947,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
44,45,36.232354,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
45,46,36.232356,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
46,47,36.247186,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
47,48,36.24719,192.168.56.101,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources
48,49,36.266165,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
49,50,36.266169,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<20>
50,51,36.266781,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
51,52,36.266783,192.168.56.101,192.168.56.255,NBNS,110,Registration NB NONE<00>
52,53,36.267127,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
53,54,36.267129,192.168.56.101,192.168.56.255,NBNS,110,Registration NB WORKGROUP<00>
54,55,36.294056,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xd671 A isatap
55,56,36.294057,192.168.56.101,224.0.0.252,LLMNR,66,Standard query 0xd671 A isatap
56,57,36.342562,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
57,58,36.342564,192.168.56.101,224.0.0.252,LLMNR,64,Standard query 0x4163 ANY None
58,59,36.359176,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
59,60,36.359179,5a:94:d2:14:5a:51,Broadcast,ARP,42,Who has 192.168.56.1? Tell 192.168.56.101
